Product_Name,Brand,Product_Type,Supplement_Form,Ingredient,Alt_Ingredient_Name,Dosage,Unit,Ingredient_Category,Species,Plant_Part,Claims,Suggested_Use
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin A,,5000.0,IU,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin C,,129.8,None,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin D,,400.0,IU,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin E,,0.3,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Thiamine,,0.8,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Riboflavin,,0.857,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin B6,,2.25,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Vitamin B12,,450.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Folic Acid,,900.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Niacin,,7.2,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Pantothenic Acid,,10.8,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Carnitine,,18.0,mg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Cystine,,5.4,mg,amino acid,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Lysine,,54.0,mg,amino acid,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Methionine,,5.4,mg,amino acid,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Taurine,,7.2,mg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",MSM,,18.0,mg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Glutathione,,18.0,mg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",L-Arginine,,0.45,mg,amino acid,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
Complete H2O Minerals Complete Vitamin +,Complete H2O Minerals,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]","SUPPLEMENT FORM, UNKNOWN [E0177]",Aloe vera, (Aloe vera),18.0,mg,botanical,vera,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","For Best Results: Refrigerate vitamin vials for freshness
Recommended Use: Adults: 1 Vitamin Vial
Children: 1/2 Vitamin Vial or as recommended by a healthcare professional.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin A, (5000 IU),1500.0,mcg RAE,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin C, (Ascorbic Acid) ,100.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin D3, (Cholecalciferol)  (2000 IU),50.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin E, (30 IU),25.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin K,,50.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Thiamine, (Vitamin B1) ,10.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Riboflavin, (Vitamin B2) ,10.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Niacin,,20.0,mg NE,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin B6,,10.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Folate,,1333.0,mcg DFE,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Folic Acid,,800.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin B12,,25.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Biotin,,600.0,mcg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Pantothenic Acid,,10.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Choline,,50.0,mg,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Calcium,,200.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Iodine,,150.0,mcg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Magnesium,,100.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Zinc,,15.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Selenium,,55.0,mcg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Copper,,1.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Manganese,,2.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Chromium,,120.0,mcg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Molybdenum,,80.0,mcg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Potassium,,75.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Cranberry concentrate,,400.0,mg,botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Inositol,,25.0,mg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Boron,,1.0,mg,mineral,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Lutein,,250.0,mcg,non-nutrient/non-botanical,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
Kirkland Signature Vitamin D3 2000 IU,Kirkland Signature,"DIETARY SUPPLEMENT, VITAMIN [A1302]",SOFTGEL CAPSULE [E0161],Vitamin D3,,2000.0,IU,vitamin,,,"OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","SUGGESTED USE: Take one (1) softgel daily with a full glass of water, preferably with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin A, (5000 IU),1500.0,mcg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin C, (Ascorbic Acid) ,100.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin D3, (Cholecalciferol)  (2000 IU),50.0,mcg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin E, (30 IU),20.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin K,,50.0,mcg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Thiamine, (Vitamin B1) ,10.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Riboflavin, (Vitamin B2) ,10.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Niacin,,20.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
The Vitamin Shoppe Women's Complete Vitamin Packs Daily Multivitamin,The Vitamin Shoppe,"DIETARY SUPPLEMENT, COMBINATION, OTHER [A1325]",TABLET [E0155],Vitamin B6,,10.0,mg,vitamin,,,"NUTRITION-RELATED CLAIM OR USE [P0065], OTHER INGREDIENT- OR CONSTITUENT-RELATED CLAIM OR USE [P0115], STRUCTURE/FUNCTION CLAIM [P0265]","Directions: Take one Women’s Complete Vitamin Pack daily with a meal.
"
